id,content,label
942201638171590706,"(is this helpful when I post these secondary sales? I personally love seein them, I welcome feedback though)",0
955957801157529601,heard the compression is proprietary. is that correct?,0
1067735809542860800,can we use this clip for proposal?,1
933431697050042398,hell yeah! love that. just out of curiosity whats the rationale behind not promoting them?,0
1092192006354255892,Do you think this is what inspired the poap verification game https://twitter.com/0xDesigner/status/1642554817590566915?t=3t0zKVtejX5Fd4GNIv9QvQ&s=19,0
1047538076848758865,GM what happened to the nounsJP spaces?? wasnt it 10:30 est?,1
1000570047128948757,for yesterdays live voting?,1
857367854281130045,testing some new background colors in the main branch. what do you think?,0
999874926368534578,Oh damn he’s retweeting <@910446457004359680> do you know him? He should totally be a guest,0
1051697594029580358,One time lang ba yung payment for gas sa paggawa ng collection sa Composables?,0
897393811850952714,hello?,0
1071070931725860936,do you have some good questions for him?,0
907613454813233193,"And is there any beef? Or they work together, or anything?",0
990116497257009193,<@930317640487030854> while you were putting stickers on things did anything stand out as particularly fun with Noggles that we could encourage everywhere?,1
1032050402012708894,good chance it’s a stale cache eh? love the progress you’ve made and was stoked to read updated from from jacob. very exciting!,0
1031797960461271111,<@202986009216942080> hope your weekend was good! how’s the batch?,0
874319202436124733,"Diluted? Well lemme tell you a story about cryptopunks... My brother bought one at 40 bucks, sold at 40k 5 years later and there were 10k of them... Now with nouns... There will be one everyday, but there won't even be 4k in 10 years... So I don't think one everyday forever is a considerable dilution at all.",1
981663259855818813,<@810982160538140682> do you think we're ready to put Cosmos on chain?,0
978466149463359569,"Hey seneca, i had some weird grammarly thing mess up a couple words on my proposal on prophouse, am I able to edit this somehow?",1
1063139050703294544,"This definitely isn't a zora wallet, what makes you think that?",0
1056708473255104603,did you get a link via email after queuing the video for creation? did take a few hours?,0
1079896066993959003,Hollerrrrr- what’s the collab?,0
1077690079662837850,Is this your art? I love it!,0
1028879909210300527,"Note: This screenshot is in my timezone, it’s actually 12:40pm EST.",0
1015325885261435010,What’s this switch 👀,0
1060927731258376192,"gm, you guys think we can make the presentation more exciting on OpenSea by chance? like the nfts, maybe we can just make some Noun Gif-like pfps or something for OpenSea? Thoughts?",1
1032057964699336734,Nouns Festivus?,1
1043215179158134914,does anyone have a contact at open sea ?,0
960938674755862538,the builder? yea he is. that's <@!804065259383685161>,0
892109540768776232,"Crazy idea, but what if, in addition to the immediate runners up, a few POAPs were randomly awarded to other bidders.  That way the POAPs would still be potentially accessible to lower-level bidders, while not having a strong incentive to burn gas just to get a POAP?",1
998401892919025765,What we’re these “other means”? 😅,0
1021222934112645140,Who is tomorrow,0
991216114686242886,We shouldn’t wait till pending time is up right? That’s precious time for voting and your own on chain actions,1
959886081220837457,"So a few months back a guy came to us and asked for funding to make a Nounish Airbnb in Hoboken. His heart was in the right place but we didn’t really think the idea was that exciting so we iced it. Anyway, turns out he went out of pocket and had all this Nounish furniture made anyway. And it’s actually pretty cool. Is there anything we can do with this?",1
1037438193395568720,Do we have a google calendar with all the soapboxes and NOC?,1
1014501122234404954,"ideally yes, any chance the nounders might sell 330 to us?",1
991136001999245402,howww?,0
1003784788236312596,"gm nouns 

i lead all things content over at Boardroom the gov aggregator platform
each week we highlight an interesting gov proposal for the newsletter /podcast
this week im looking to record a quick chat with a guest about https://nouns.wtf/vote/124

was wondering if I could connect with someone willing to discuss? <@372465201808670721> ?",1
1005973405461385297,Do you tell them about the madman who threatens all the members,0
978808793741795328,any developers here that specialize in creating websites?,0
1006194494804332665,Fam what POAP is the next one ? I’m afraid that I missed the number 10 💔,1
932702544852025415,"a separate chat channel could be created in discord called ""fomo trollbox"" which would be shown on fomo web?",1
1059922963958345820,does nouns have a more official discord?,1
938482688246054982,"you asked me for feedback on this, right? sorry i haven't gotten to it yet, been busy on many things. will try to respond before Friday",0
1036724973793988638,Can you send GIF in a thread?,0
950949891222405151,Is reserve currently the sale px?,0
1028735098360692866,I'm sorry am I missing something here?,0
1052234669237731548,<@&1007348506282954874> ?,0
1046583909720264734,"Ok, after 24h all minted will be total supply?",0
917583024919552011,Anyone here in the Koans discord?,0
1078349007115534427,you're waiting on something?,0
928661648732979221,"out of curiosity, why did you settle vs. let fomo nouns settle? were you unaware of it or did you have another reason",1
1012518305644417024,yum!  hahaha can't you do that wired with a router tho? i am thinking wifi there must be stronger than here.,0
994707168420974642,"I have some random questions for the nounders.. 1) how does it work when a nounder leaves the project, do they still get their reward the next few years? 2) have any nounders left the project or just some aren’t active in here",1
980062067354656768,Do individual get any rewards from the ETH earned through noun auctions?,1
1026223401351786496,Does anyone know who is comics DAO guest,1
1011215547427475557,What’d it cost?,0
1084489225401008168,Do you think we should have had more,0
1009911982901690459,Bumping. Updated link at the top for the new Discourse link which should be mostly in the Markup format and will only need the transaction details to put on chain. Is that correct <@362737590430072862>?,1
967536537191456769,"Another good resource is Nouns Center, https://nouns.center/projects, by <@410593947027505162>.

<@410593947027505162>, Can we please add GOOP TROOP under projects?",1
1017021864784187392,"what are the links we usually pin""",0
934215342773903422,guys how do i get on a whitelist?,1
941623027374895115,Sorry? I dont understand,0
1038830919563345980,nakapag entry na kayo guys?,0
1013210020827123792,How do you have time to trade shit coins lol,0
1027976525989040229,<@694238277414289588> are you in there? i can't see you!,0
1008841660131721337,<@557727542149120010> explained this recently. It's something I believe they said they smell once a year?,0
972498883932479558,Partners? Not sure what you mean.,0
979208625979523112,Their own Discord and Discourse?,0
1012516933242998854,What’s the status on getting you a new laptop so this isn’t an issue?,0
1011666096178340020,Nouns X-Ray vision? Will we be the ones to crack the code?!?,1
985352881744007198,"Hi all, I looked into the same issue in TheGraphProtocol discord. And I found the following feedback. For the following error message:
`Failed to deploy to Graph node https://api.thegraph.com/deploy/: subgraph resolve error: parse error: invalid type: unit value, expected i32`

The feedback was: 
```
Please post your subgraph manifest here. You will get this error if you define a startBlock with an empty value in your manifest (.yaml)
startBlock is an optional parameter, but you cannot define it and then leave the value empty. 
```

Does anybody know anything about this?",1
876606562708385853,what that mean ?,0
931675863236345857,and sell here?,0
1024104834619686953,<@930317640487030854> are you sending out a pretty tweet from TNS?,0
1021064894319181914,<@930317640487030854> any chance you know who won the retweet picker yesterday?,0
987386351651549195,<@881654384608559134> 👀 wen intern x intern tea?,0
907303182235992084,"**Noun Love Spreading # 3** -->  100-150 ETH to non-crypto charities.  The first Nouns proposal was grants to charity. It makes sense to up the ante and just have it be an annual thing that we normalize  --> when the holidays come around, when Giving Tuesday comes around, there's a crypto entity that isn't just about number go up but also wants to connect to the broader world and push world go up.

I'd propose that we give to 5 charities, we do the work to think about ones that best match our collective priorities as a DAO (Im in the bag for the memetic consistency of at least one that focused on children's literacy, but there's digital rights focused ones that also make sense), and keep it simple.

What do I need?  High level feedback and someone else to take this and run with it if it makes sense. A lot of people in here would be a great fit for this.  I love charitable giving but I don't want to be spread too thin.",1
976918681294626838,"ALSO. If integrated, would you want to gate your traits? Meaning, only those who have an NFT from your collection can mint your trait.",0
1044272308497428532,i see.. okay! can i give away 20$ USDC?,0
1031627605415297065,Who has the honour of firing us up later this time?,0
1000259533597315142,<@230061130591109120> are you seeing these?,0
1051125707180359690,e nounsgiveback winners din naman sila cath at lakatan diba?,1
995454071567826967,¡Enfriar! ¡Felicidades! ¡Esto es muy emocionante! ¿Has estado escuchando el programa? ¿Alguna vez has alojado un espacio de twitter? ¡Me encantaría hablar de sitios web contigo la próxima semana!,0
1017547429702287390,<@930317640487030854> how would you like to help organize a Jarritos x Nouns event for Art Basel?,1
975403919826104380,why not 142?,0
1070464972024446996,"Wanna see these on Twitter? Vote for my ""Builders ♥ Builders"" campaign! 😂
(2 more days to vote)",0
1025484076108492921,"he’s been away last week or so, back next week? afaik",0
917883387237257278,Writing the noun poem book forward ! Anyone up to take a look after and confirm I’ve got my facts right?,1
859075714333409281,WOW one per day? That’s super interesting and could be a huge move. Could? These are my very favorite things ever made.,1
873671101685837934,How can you stack rinkeby?,0
1002615473680154694,"for ex, what makes the comic +EV, but the Animated series -EV?

i agree the former is stronger, but its not *worlds apart* stronger? feel like im missing something",1
1054782586934792235,WHERE IS THE SOMBRERO,0
1022562347149164554,"Maybe it’s worth considering locking up some ETH on Maker and borrowing USDC for funding proposals.

Maybe start off with about 100 ETH to test the idea?",1
1023302845673504919,can you assign the role to them?,0
952293240978178098,"do you guys think that at some point in the next few years we will have holographic ""frames"" to display nfts in home? That way you get the full 3d view of your nft instead of it being 2d and hung on a wall.",0
1038656419077050428,Maybe we should do a Riverside? Stream and have some fun together and release it as promo when the video drops,0
1018865164956737576,Can we pin Agora?,1
966928337467502642,the invisibles ?,0
994285630236401724,"Nevermind, I’ll be off my meetings at 2:30pm & have a block from 2:45pm EST to 3:30pm open?",0
1019248229952524300,"maybe so, but if it's just an exploration, do we need 10,000 of these?",0
1081001756537917642,"Yea multiple window capture, do you need the layout or we wingin it?",0
1026855856052109332,is this going to be like interview style for them?,0
1055323898968821760,anybody else getting a little rugged?,0
1048001536145510401,"just to confirm, <@930985786449481858> will you start from the main account then?",0
1077619506932895794,Who needs the file?,0
956644234449027113,"henlo, who've i gotta grind to get a drink around here? 😂",0
1022770346920788009,Make Fees on txs etc and allow ppl to buy fractions?,0
989346020980846673,haha very cool - so what did <@128249158657114112> do here? are those the salvino glasses?,1
1067821057219764294,When update pfp prize,0
1000219939648589874,What was missing from notion?,0
928421309975769089,i think its 7?,0
967288745210548324,<@245856432107290624> can Discord emoji’s be a Goat Club thing?,0
877214537806385192,"i'm going to make a public dev channel and give you the role, maybe you can help us dogfood the docs if that's okay?",0
1045894968419565638,...about?,0
973432934176534549,lol what happened?,0
1074802800837533788,all good for the show today?,0
1012064264678281367,"hell yeah, glad you’re into it. what’s resonating most?",0
1037597652621197313,Need ba ng developer para sumali doon sa Composables Challenge?,0
1022998491288576122,Hey so what’s the status? Anything I can help with here?,0
965662981985812481,What happens with an idea that is worth pursuing ?,0
931657643116871721,Anyone in party interested in collaborating on creating DAO for party and launching derivative project to raise money for party?,0
1037295207110148126,with me?,0
957050763190886410,Hahaha. Don’t we have a connection to then through a Nouner?,0
994679533456326746,"<@708131862731554917> What was the recurring themes for contests now? (Like wordy wednesdays, etc)",0
1023615242833502318,Craving some coral French?,0
1077611017577713756,Can we use this with the animation stuff to create video?,1
1077289058126008451,anyone have direct contact with osf_rekt?,0
976519519801573466,sorry am i not allowed to send links?,0
995037435350220900,Are we tracking discord users?,0
986390430121869365,Is Lewis Hamilton nounish? I know nothing about this,1
1041097837741604988,who would like to cohost?,0
1007129270776242237,"Haven't seen too many repeat winners, as Noadz said, they want more people in",0
1027042383986176091,Yes that’s it. Why is he not showing in notion,0
1034810729573920848,<@&1029472269283635260> would you guys like to start at 2 and then send the audience over into NOC?,0
930842587588350002,"Hey guys, don't know if you are already on it or no, haven't you planned to add notifications to send few minutes before voting starts? Probably it gonna be the only site where i'll turn notifications on.",1
1004690901962084432,Are you guys doing it all night?🤣,0
1012022182802640976,Any fren can take this question? Thank you,0
875545241241923614,what are the best examples of well trafficked spaces at the moment?,0
946219221640163358,Does anyone else feel like we’re approximating a tipping point of simulation? I’m just reading about Meta and AI and it’s kind of crazy,0
942413426142085230,Yo guys how’s it goin?,0
954932651909865512,"Do you mean Nouns Vox? Yes, they are still up to date 👍 
https://opensea.io/collection/voxelnouns ( if you mean this )",1
979136022099148800,Hello assa here I wanted to ask if there’s a channel to private buy nouns?,1
1018761531707625533,10:30 so we can listen to stand up?,0
1024523755336257599,"I always thought it was pink, am i colour blind?",0
1075493069811626006,Why don't you host on TNS <@701901649681186877> ?,0
927834682232549386,Is there a universe where all possible Nouns live together?,1
933104950643392553,so u bid for nouns daily and then become a nouner u then vote on the future of the nouns?,1
1001147142368411749,Can we just get a channel in here  where we listen to David teach us stuff all day?,0
1009671016500449300,how's minty doing,0
986415625771565066,"In a good way or not? They are supposed to reference racing gear/uniforms which often have two stripes that represent tire scratches on the track. Colors are team colors, you prob know already!",0
945249161601761341,Hi! Thanks. Do Nouns use a raffle bot? I'm concerned in giving a Google Forms link and having it shared in other discords.,1
979860519718633493,Have any ideas in mind already? noggles? Nouns T-shirt?,1
1035765233387589737,anong meeting gagamitin mamaya?,0
938803574631174164,"<@618796826577076245> any wisdom about the best way to do this? I wish there was an ""auctionState"" variable",1
1079874788614492181,we esportin today?,0
1090285302821699714,or am i confused and it always runs?,0
917622139497099294,On the discourse there seems to be a good amount of community support for the concept. Guessing it may be a matter of the size of the proposal?,1
975485360836603994,why's that?,0
1021915992005279835,Question. Is there a concern that lil nouns can gain too much control over nouns DAO ?,1
956599715263303770,assume this means pod will not deploy significant resources on mechanics that do not have some measure of consensus from dao as being worth pursuing further?,1
1085030184069103668,is it rare or common?,0
1054116610962640998,"Is it not the opposite? Inactive folks burn their tokens for eth, which I then assume lowers base quorum? Making the required amount of nouns to 51% attack lower and lower?",1
958916466042888272,"on the call someone mentioned not having a great way to look up all the jingles...would it make sense to have him upload them all to a youtube channel?

would it make sense to have a nounsdao youtube channel? new audience, would req mgmt & curation

Nouns TV show opening animation(s) is another example",1
998721895232962630,"I saw a pic of you recently -- how tall are you....like 6'7""?",0
1034154035550376029,what does this mean?,0
1059573948762837062,and sounds like the only other speakers are coming on the show later tonight?,0
1070058052297957546,just saying it sounds like a case against most IRL marketing spend?,0
1063296356602626058,Awesome!! Maybe we should have a channel for these so they are more easily findable? (And can post here too but thinking if someone wants to look back),0
927358793057202197,Hello there! I forked the NounsDAO project and I am running into an issue unpausing the Auction House contract (verified) on Rinkeby Testnet: `Fail with error 'Ownable: caller is not the owner'` Any recommendations on that?,1
1000058063321055312,any nouners in nyc? had an idea for a dinner series i put up in small grants. might kick off by just hosting casual drinks next week if anyone's in town.,1
1035610377674825870,Do you know if you can you give 100% to BuilderDAO?,1
1084563587848208444,<@708131862731554917> do you want us to keep holding Wed at 5pm for the nouner public townhall?,1
935687809673596979,"Yeah, the 'kickstart' could be a one-time thing at formation, not sure % based is the right approach, but maybe a set amount?",0
1064981618776887356,"https://twitter.com/SuperTightWoody/status/1615422750818201600?s=20&t=r6OuA-uWYjIA61agiNLR_Q 

This been/being done at all?",0
913892081720762379,"If I understand correctly your main concern is that we're throwing money at causes we don't fully understand or even support. These concerns are valid and I share them to a certain extent. 

Not an expert on gitcoin but what if we could limit the scope of our donation to causes that relate to the Nouns project (NFT related protocols, infrastructure etc). If that's possible would that alleviate some of your concerns?",1
1064696429630734337,ah. interesting. I could potentially add this after right? so if I wanted to start on the first token I could begin the auction and then add the founder token allocation after?,1
1024501582001352764,"https://twitter.com/0xSpicyMarg/status/1574941464139730944?s=20&t=qjvVbZTA5F9_JaLrTbN9-A

what is the model here?  should we expect nounlets to create a discord around the Noun they collectively own? how do they get in touch with each other?  should we provide a channel for this first noun and its nounlets in this discord?",1
1070487224786882650,When’s this nouners call 📞,1
1031999563692777492,hey! can you try doing a hard refresh of your browser and starting again? let me know if you run into the same issue,0
991558151432323112,"Haha, did you make it?",0
1024863385160011796,"If our entry for napkin contest don't get retweet by noun o'clock twitter, is it still valid entry? I feel like it's only mine?",1
975614582171242506,I had trouble searching for it on website and git.  Could you possibly link me?,0
875422666771816468,"Messages from PartyDAO:
1) ""we're getting closer to this PR being approved.  given the large amount of ETH that we anticipate could flow through this contract, i personally think it's a hard requirement that we get one more review from a solidity dev experienced in evaluating contracts for security concerns.  do you have anyone in your network who could contribute to this?  we can help with contributing ETH if it's useful.""
2) They want us to find a person or make it known that someone will have to kick off the ""party"" for a Noun. I floated 4156, Richerd (pre Noun 3), and Andy might want to kick it off. Do we know of anyone else or just make announcement to the community?",1
1033803951449055232,"gmgm ai builders! question, possible to leverage roko over in the lilnouns discord for recording meetings/summaries?",1
910235450675966023,<@!557727542149120010> Do you mind if I ask you some questions via dms?,0
1031903032692199464,Do you think I’m a DeFi bro?,0
1024718351588663336,is anyone recording?,0
1011925510210723860,is there like a guide for what specifically the trait PNGs must be like?,0
976364375533314078,Would you say that people join nouns because they want exposure to ETH? Weird AF.,1
976242363343175740,do we have new bidders besides poap going above 100e?,1
879364838571245619,Is Noun 11 listed on fractional legit?,1
1055917559754526761,because the composable artwork is all on chain?,1
1052003362708664380,what do you think solution to this is though? smaller length of prop to build a set features we've proposed in the 6 month trial? but prioritizes what ppl want most?,1
999891257847451668,???,0
1049093960565530684,<@400168997779275778> do envision Builder evolving like Manifold where we work with certain groups to create custom builds and then eventually release those tools to the protocol?,1
984288366809976833,Is this your Brian signal?,0
958732328937615361,"And are we the market that product has to ""fit"" with?",0
947382364252827679,Has anyone done QR codes for the eyes before?,0
1033927742586114049,Who is this he’s handsome,0
1076157056022753320,just symbolic?,0
940678027703103508,How can being in the DAO benefit holders?,1
1080182315591925780,Could you hear me then <@497119763286196225> <@708131862731554917>? On my crap headphones,0
1014928207864143923,"Hey <@832477909486665749>, <@936285542117687366> plus a couple others are working on the Nouns News Corps to focus on press releases. Wondering if you wanted to chat?",1
1027338513387110471,Hey <@756585502391664822> what kind of content do you make?,0
1085214025605971968,"Did you manually upload this recording? Also when is the recording from, was it happening this morning?",0
976289744533213205,"What do we think about offering the last Coin Center seat to one of the Stoopid Buddy principals (Eric or Chris)? Idk if cameras are allowed, but at minimum it would be another opportunity for them to connect with Nouners IRL and add to the story of their film.",1
859076551835648020,are they still in the pretend bidding mode ? wen real nouns?,1
990659916874256404,"Yes, I know Esperanto too!
It's intended to be a universal language.

Do you like to learn about languages?
(As a hobby or a habit)
When we talked, it seemed to me that you like languages.",0
991400255482515596,"Messhup una pregunta, fuiste tu el que creo el coloring book para niños?",0
903710459419574292,is there another way?,0
1011245100917080074,are these in that drive link above? i just requested access,0
1017805077051875328,"Thanks for the update. I feel like the current mockup lacks dynamism. Can you take inspiration (colors, shapes) from your favorite traits to create a more visually interesting design?",0
1064510589700939846,"i'm not familiar with brave, can you take a screenshot of the console?",0
1074047409551851520,<@333737183829557248> what do you think about getting a welcome video like the one bankless has on their youtube landing page,0
916520725827952670,"Looking into this, I believe this exact thing is possible. Would need to host the bot 24/7 correct?",0
1000037409225965608,Cohosts?,0
879426822331318273,How about we do a noun o clock sync today in discord voice? (post auction),1
975109406582779905,"Have the Nouners ever discussed estate planning considerations with Nouns?  E.g., if a Nouner dies but hasn't arranged for the transfer of private keys to their estate.  Alot of Nouns could be stuck that way.",1
1012882848342098050,how is Feeler score calculated?,0
920563318731735040,"I guess attached to this question, how are these profit distributions functions created and in what language - Is this all done with solidity?",0
1037070003482136667,<@813421644298321961> what are you finding to be the highest signal channel to talk to Nounders 1 day later?,1
994273950425165975,Who’s guest tomorrow?,0
959197092050513940,"But that should happen before approving the deal, no?",0
1021433299480096818,Should we just put a start time rather than range?,0
1027864312989089822,"hey, any nounish projects participating on hacktoberfest? <a:noggles_eyes:1012660553438744597> 
I love their swag",1
1024519488332374076,Where are my nounlets,1
1034133286466887700,Should my address be on there?,0
1054765478758846504,"gm toady, already have the queue update from ben?",0
878114374198394880,"Ah wait, sha 256 is 2^256 combos, so aren't we just overthinking this?",0
986610237597425694,"hmmm not very familiar with the hidden tab. what’s the mean? 

cc: <@878517610025742336>",0
876590303618932796,Fair evaluation?,0
905505602711736370,Should I draft a proposal on this? or only nouners can do that?,1
1047974567840317550,so this genie drop is real??? i thought airdrops were a thing of dark ages,0
1070847578847064084,@everyone who is on TNS as co host in lil nouns show space?,1
943963739206606902,"It also might be a bit bizzare, but, I don’t know how other derivatives feel. How about maybe airdropping one another’s derivative to one another?",0
1045134293623635978,hey anyone know about sockzdao??? one of the first dao iteration i heard of.... but cant seem to find any kind thread... they rugged i'm sure... but still curious about this dao party bit I bought into last year... anyone???,0
908889677900169277,"so the steth is secured by eth sitting on eth2, but what forces it to keep peg?",0
1040320041008255009,Would you like me to get one out?,0
1030175510749257870,"""I'm disgusted in myself"" hahaha love it
No problem, what's your address you'd like it in?",0
941892786360307766,Not the same huh?,0
1003709795011924040,"Will you have digital walls to display things? maybe we can put send some things that can be edited into a short oor a cycle of images form NFTNYC, RIO and others?",0
946851794573738004,Does anyone have an estimate on how much it costs to participate in the multisig?,0
1029403854711816312,sounds like a plan. what if anything do you see as preceding that?,0
984908314192261170,Anyone have any feedback for Greidiens? <#970709974080692234>,0
1005812763026804776,"Argentino en España, tu?",0
933418808436228096,Guys should we vote for another Beer Noun if it comes up?,1
906686891737378856,"So if we own a noun as part of a dao, how does verifying work? Just appoint a spokesperson basically?",1
988478809219154041,What’s 837NEXT?,0
1064599346475192460,maybe a segment on this week's BuilderBox?,0
1038537181490327664,<@&1011390425745080453> <@&1007348506282954874> who's coming today?,0
917538387345408080,<@!557727542149120010> Can you tell me anything about Deep Fried horse? haha just want more context for it lol,0
991046413683163207,Any solution for this? I got same problem too,0
1057637755376631829,"Gm. the DAO V1 upgrade has been executed on Public Assembly's contracts, where do people go to see changes or even like how it works on testnet?",1
1003423724168544406,is that a challenge?,0
1070572063951167488,Do we have Twitter connects already? I can help if not.,0
1024281135020265552,Do you have sometime this week to review?,0
983991160135639040,"Hey. I'm in the voice chat, but can't hear anything. Is anyone talking yet?",0
1035928335668228116,But why fragment the audience?,0
1026935727948316833,"Yowza, thanks a ton! This week's sorted?",0
992269755920679012,is that an indiana jones outfit? that's great,0
1004219397444993074,Maybe Friday?,0
962168594114953226,So is best practice to abstain when there’s a vote on your own proposal?,1
1007391170596438116,stupid question: does it build locally?,0
859517783846420510,Are these auction only?,1
916425313448239134,Any initial thoughts on price or distribution?,0
934160979028234242,"hi guys.  i want to do a contest ""Nounify the World"" where we encourage creatives of any type to produce any kind of Nouns content - physical or digital, art, memes, with a 10 ETH prize pool.  Anything clever unique or cool but with an emphasis on MEMETIC POTENCY and VIRALITY.  i'd provide examples - golfys gif, memes, physical art, open to other suggestions.  

We'd give 1 ETH to the 3 best and 70+ awards of 0.1 ETH to anything we thought was cool.  it might be worth considering using a L2 for this because of the amount of transactions involved.  The only rules would be no harassment and no vandalism.  I think this could whip twitter into an absolute frenzy.  However, my one concern is that it may be too open ended.  The coloring contest was very successful but it had a much more specific focus.  This would also serve as a trial run for us to work out the kinks before a much, much bigger 2nd run after the super bowl commercial airs

the way i think it'd structure it now would be people quote-retweeting my post for virality and maybe including their ETH address in their tweet.  any kind of tooling to make this easier would be great.  we could assemble a panel of judges for the 3 best and then just spray smaller rewards everywhere somewhat more arbitrarily 

what do you think?",1
965672723479146567,this i don't follow as much. what meaningful risk is the proposer assuming? is it just an opportunity cost thing?,0
933049120690688020,"When I want to deploy the contracts on rinkeby, what address should I be using to verify on Etherscan?",0
998040388268998726,i am thinking we can check items that don't need to be done? that way all of the boxes are checked?,0
1090714454427193375,"Ok good to know, how does that happen?",0
1064081009026543669,what about Homo Hohos,0
1062120428132388914,I dont understand why I have to do it?,0
1007146195573014648,"well heck.  profwerder filled out the new guest sign up form for watercolornouns.  not sure if she was shooting for tonight or tomorrow (checking).  i think we have leo too, correct?",0
1063509347264634892,you get the speaker invite?,0
932084787143925790,Sup nouns???,0
983007123610951690,Anywhere us Non Nouncillors can see the voting in real time?,1
1058010460412199002,I have the 75 mint links… how are we doing this?,0
1034862835416711188,"you know it! ya'll are the hardest working!  after the noc show tho, ok?",0
989705789948178493,"I’ve been asking some extensions to come on, Salvino, Martian from weeds.wtf and others I’ve been contacting about the NounsDistrict OM space. Do we have an agenda of booked guests to reference and slot in new guests?",1
923576838247297044,Is there a more up to date view of this data?,0
991354181917098154,Thought Experiment: Would you buy an Noun OTC if the delegation was Soul Bound to another person or group?,0
1012756193262973048,Didn't you make a webpage?,0
985994711137390642,Hola! Hace cuánto eres nounish? Qué tal tu experiencia en esta comunidad?,0
1070414864465547285,vicious? thats a strong word!,0
1066170553502810162,Have you guys thoughts about using Patreon for TNS? <@708131862731554917> https://www.patreon.com/en-GB,0
1062398192815198239,"i'm working on a proposal with an analytics team (sealaunch) to create the following things:
- dune dashboards for individual DAOs on Builder to track everything about their DAO (i.e. https://dune.com/sealaunch/Lil-Nouns-DAO and https://dune.com/hildobby/nouns)
- dune dashboard for Builder protocol - total treasuries, users, DAOs, etc.. - will be great for marketing
- maintenance / data residency for two months
- ideally create some sort of custom site

total prop should be around 15 ETH

anything else?",1
960649223311872064,is the sentiment that the coordinape round would be positive-sum for nouns culture given that everyone's allocation choices will be visible ? do we think overall happiness & effort is likely to increase bc more ppl will receive compensation or decrease when everyone sees out their efforts have been valuated by their friends realtive to their other friends?,1
895268068723425280,this noun a moon or icecream?,1
1079626530147278929,is there a specific use-case that u're working on?,0
1078689642766942259,real question... are there NFTs on OpenSea that are not on looksrare? I have not been keeping up with the NFT marketplace wars.,0
