id,content,label
1051697594029580358,One time lang ba yung payment for gas sa paggawa ng collection sa Composables?,
897393811850952714,hello?,
1071070931725860936,do you have some good questions for him?,
907613454813233193,"And is there any beef? Or they work together, or anything?",
1034161899597746337,"**Step 1: Set a Goal.**
Step 2: Decide on a Prize.
Step 3: Build Your Contest.
Step 4: Create a Promotion Plan.
Step 5: Test and Publish Your Contest.
Step 6: Measure and Analyze the Results of your Contest.
Step 7: Make a Plan to Leverage the Data.

**1: The WHY we are doing the contest**
• Increase sales for Nouns/extensions
• Increase brand awareness for Nouns
• Promote a new product or service
• Boost user engagement
• Gather user feedback or content
• Develop brand advocates (superfans--which is what we want as they will do a lot of the work for us in the end)

Our Goals need to be S.M.A.R.T.
**s**pecific, **m**easurable, **a**ttainable, **r**elevant, and **t**imely. 
Why? The more specific we are, the easier it will be to gauge whether our goals have been met.",
990116497257009193,<@930317640487030854> while you were putting stickers on things did anything stand out as particularly fun with Noggles that we could encourage everywhere?,
1032050402012708894,good chance it’s a stale cache eh? love the progress you’ve made and was stoked to read updated from from jacob. very exciting!,
1031797960461271111,<@202986009216942080> hope your weekend was good! how’s the batch?,
874319202436124733,"Diluted? Well lemme tell you a story about cryptopunks... My brother bought one at 40 bucks, sold at 40k 5 years later and there were 10k of them... Now with nouns... There will be one everyday, but there won't even be 4k in 10 years... So I don't think one everyday forever is a considerable dilution at all.",
981663259855818813,<@810982160538140682> do you think we're ready to put Cosmos on chain?,
978466149463359569,"Hey seneca, i had some weird grammarly thing mess up a couple words on my proposal on prophouse, am I able to edit this somehow?",
1063139050703294544,"This definitely isn't a zora wallet, what makes you think that?",
1056708473255104603,did you get a link via email after queuing the video for creation? did take a few hours?,
1079896066993959003,Hollerrrrr- what’s the collab?,
1077690079662837850,Is this your art? I love it!,
1028879909210300527,"Note: This screenshot is in my timezone, it’s actually 12:40pm EST.",
1015325885261435010,What’s this switch 👀,
1060927731258376192,"gm, you guys think we can make the presentation more exciting on OpenSea by chance? like the nfts, maybe we can just make some Noun Gif-like pfps or something for OpenSea? Thoughts?",
1032057964699336734,Nouns Festivus?,
1043215179158134914,does anyone have a contact at open sea ?,
960938674755862538,the builder? yea he is. that's <@!804065259383685161>,
994017357829779516,Because the whole point was tonhave the DAO own the contracts and control them via governance. I thought the project was paused by default though and unpausing is what starts the first auction?,
892109540768776232,"Crazy idea, but what if, in addition to the immediate runners up, a few POAPs were randomly awarded to other bidders.  That way the POAPs would still be potentially accessible to lower-level bidders, while not having a strong incentive to burn gas just to get a POAP?",
998401892919025765,What we’re these “other means”? 😅,
1021222934112645140,Who is tomorrow,
1047222509931593839,"Join us tomorrow at 1830 UTC for 'Twende Nounfrica'a soapbox at the TNS as we give the stage to the artists 🎨 . Bring your nounish submissions for the art contest,we'd love to give you a chance to tell us about it🦓!",
1032050610876452864,Doesn’t this break your noun? Dont do this!,
991216114686242886,We shouldn’t wait till pending time is up right? That’s precious time for voting and your own on chain actions,
959886081220837457,"So a few months back a guy came to us and asked for funding to make a Nounish Airbnb in Hoboken. His heart was in the right place but we didn’t really think the idea was that exciting so we iced it. Anyway, turns out he went out of pocket and had all this Nounish furniture made anyway. And it’s actually pretty cool. Is there anything we can do with this?",
1037438193395568720,Do we have a google calendar with all the soapboxes and NOC?,
1014501122234404954,"ideally yes, any chance the nounders might sell 330 to us?",
991136001999245402,howww?,
1008892828635627643,isnt this part of the prop?,
1003784788236312596,"gm nouns 

i lead all things content over at Boardroom the gov aggregator platform
each week we highlight an interesting gov proposal for the newsletter /podcast
this week im looking to record a quick chat with a guest about https://nouns.wtf/vote/124

was wondering if I could connect with someone willing to discuss? <@372465201808670721> ?",
1005973405461385297,Do you tell them about the madman who threatens all the members,
978073701889237002,"Appreciate it - it's very much the way of doing things in that world, from all the other books I've done already, and speaking with my agent and how she would ideally submit original ideas (this approach was similar to what I did last year, however I worked with another author and we both submitted a package together and landed a 2 book deal out of it because the idea was so thought through in the submission).",
912490964671672380,"3DNouns.com Proposal Two is now live! Explore hundreds of different 3D Nouns traits! This has been a labor of love from @CoralOrca and I, and we hope you'll join the 3D Nouns family! This is only the beginning of 3DNouns, and we have many updates planned👇
 
3D Nouns allows you to explore many of the different noun traits and craft your own custom noun. You can also screenshot your noun and take them with you! Currently around 50% of the total 3D Nouns traits are available, and the remainder will be released in the following weeks👇
 
After all traits are made available, we will release the ability to download your custom noun as a .gltf file for import into your modeling software or as a metaverse avatar. We have SO MUCH we want to do with 3D Nouns! 👇
 
Our next focus is allowing users to mint their own custom noun as part of a larger 3D Nouns collection. We're looking for solidity developers to help us out with this, so if that interests you, please reach out! 

We hope to hear feedback on what you all think, and where you'd like to see the project go!",
978808793741795328,any developers here that specialize in creating websites?,
1006194494804332665,Fam what POAP is the next one ? I’m afraid that I missed the number 10 💔,
932702544852025415,"a separate chat channel could be created in discord called ""fomo trollbox"" which would be shown on fomo web?",
1059922963958345820,does nouns have a more official discord?,
1031000723133050890,is there any reason to think these conversations wouldn’t carry on elsewhere?,
1030154642186838169,Cutting down on the soapbox streams?,
938482688246054982,"you asked me for feedback on this, right? sorry i haven't gotten to it yet, been busy on many things. will try to respond before Friday",
1036724973793988638,Can you send GIF in a thread?,
950949891222405151,Is reserve currently the sale px?,
1028735098360692866,I'm sorry am I missing something here?,
1052234669237731548,<@&1007348506282954874> ?,
1046583909720264734,"Ok, after 24h all minted will be total supply?",
917583024919552011,Anyone here in the Koans discord?,
1078349007115534427,you're waiting on something?,
928661648732979221,"out of curiosity, why did you settle vs. let fomo nouns settle? were you unaware of it or did you have another reason",
1012518305644417024,yum!  hahaha can't you do that wired with a router tho? i am thinking wifi there must be stronger than here.,
1006056755014410310,Will we be able to do the POAP link scramble in discord at all?,
994707168420974642,"I have some random questions for the nounders.. 1) how does it work when a nounder leaves the project, do they still get their reward the next few years? 2) have any nounders left the project or just some aren’t active in here",
980062067354656768,Do individual get any rewards from the ETH earned through noun auctions?,
1026223401351786496,Does anyone know who is comics DAO guest,
1011215547427475557,What’d it cost?,
982988270864572416,"Have I mentioned lately that I love you? :) This is still a little ambiguous though. You say the code looks for it but also say that Netlify vars replace it.  Plus there is the one in root, but also the one in packages/nouns-contracts. 

Is it correct that we need both of those files on local, and neither for Netlify?",
1084489225401008168,Do you think we should have had more,
1009911982901690459,Bumping. Updated link at the top for the new Discourse link which should be mostly in the Markup format and will only need the transaction details to put on chain. Is that correct <@362737590430072862>?,
1021424237048766545,"Hey, any effort has been made towards smart nouns glasses?",
994637961637396511,"PS. Your claim about being honest by not attacking the treasury when you were ONLY two signers is already a lie. You and Adel are not arm length parties (you two share the SAME last name!). My gut and analysis suggests that you were even signing with Adel's key. When Jacob was added to the multi-sig you still had majority control all the way up to the beginning of June when you finally added Dee as a signer. Isn't it ironic that you made that change 1 hour after I brought up in your discord. Luckily I called you out before you had a chance to pull off the rug.

BTW when are you going to add more family members to the multi-sig?",
967536537191456769,"Another good resource is Nouns Center, https://nouns.center/projects, by <@410593947027505162>.

<@410593947027505162>, Can we please add GOOP TROOP under projects?",
1017021864784187392,"what are the links we usually pin""",
934215342773903422,guys how do i get on a whitelist?,
941623027374895115,Sorry? I dont understand,
1038830919563345980,nakapag entry na kayo guys?,
1013210020827123792,How do you have time to trade shit coins lol,
1027976525989040229,<@694238277414289588> are you in there? i can't see you!,
1008841660131721337,<@557727542149120010> explained this recently. It's something I believe they said they smell once a year?,
972498883932479558,Partners? Not sure what you mean.,
979208625979523112,Their own Discord and Discourse?,
1012516933242998854,What’s the status on getting you a new laptop so this isn’t an issue?,
1011666096178340020,Nouns X-Ray vision? Will we be the ones to crack the code?!?,
985352881744007198,"Hi all, I looked into the same issue in TheGraphProtocol discord. And I found the following feedback. For the following error message:
`Failed to deploy to Graph node https://api.thegraph.com/deploy/: subgraph resolve error: parse error: invalid type: unit value, expected i32`

The feedback was: 
```
Please post your subgraph manifest here. You will get this error if you define a startBlock with an empty value in your manifest (.yaml)
startBlock is an optional parameter, but you cannot define it and then leave the value empty. 
```

Does anybody know anything about this?",
876606562708385853,what that mean ?,
931675863236345857,and sell here?,
1036717325929431062,Did i miss the POAP?,
1083525570740097074,"why are you getting so emotional over this (twitter and discord)? Its a proposal, if it passes it passes, if it doesnt it doesnt.

4156 was raging the other week ""its an open organization, rather than complaining,  people just submit a proposal"". Well, guess what, I submitted one and am just getting attacked lmao",
1024104834619686953,<@930317640487030854> are you sending out a pretty tweet from TNS?,
1021064894319181914,<@930317640487030854> any chance you know who won the retweet picker yesterday?,
987386351651549195,<@881654384608559134> 👀 wen intern x intern tea?,
907303182235992084,"**Noun Love Spreading # 3** -->  100-150 ETH to non-crypto charities.  The first Nouns proposal was grants to charity. It makes sense to up the ante and just have it be an annual thing that we normalize  --> when the holidays come around, when Giving Tuesday comes around, there's a crypto entity that isn't just about number go up but also wants to connect to the broader world and push world go up.

I'd propose that we give to 5 charities, we do the work to think about ones that best match our collective priorities as a DAO (Im in the bag for the memetic consistency of at least one that focused on children's literacy, but there's digital rights focused ones that also make sense), and keep it simple.

What do I need?  High level feedback and someone else to take this and run with it if it makes sense. A lot of people in here would be a great fit for this.  I love charitable giving but I don't want to be spread too thin.",
976918681294626838,"ALSO. If integrated, would you want to gate your traits? Meaning, only those who have an NFT from your collection can mint your trait.",
1044272308497428532,i see.. okay! can i give away 20$ USDC?,
1031627605415297065,Who has the honour of firing us up later this time?,
1000259533597315142,<@230061130591109120> are you seeing these?,
1051125707180359690,e nounsgiveback winners din naman sila cath at lakatan diba?,
995454071567826967,¡Enfriar! ¡Felicidades! ¡Esto es muy emocionante! ¿Has estado escuchando el programa? ¿Alguna vez has alojado un espacio de twitter? ¡Me encantaría hablar de sitios web contigo la próxima semana!,
1017547429702287390,<@930317640487030854> how would you like to help organize a Jarritos x Nouns event for Art Basel?,
975403919826104380,why not 142?,
1070464972024446996,"Wanna see these on Twitter? Vote for my ""Builders ♥ Builders"" campaign! 😂
(2 more days to vote)",
1025484076108492921,"he’s been away last week or so, back next week? afaik",
917883387237257278,Writing the noun poem book forward ! Anyone up to take a look after and confirm I’ve got my facts right?,
859075714333409281,WOW one per day? That’s super interesting and could be a huge move. Could? These are my very favorite things ever made.,
873671101685837934,How can you stack rinkeby?,
1002615473680154694,"for ex, what makes the comic +EV, but the Animated series -EV?

i agree the former is stronger, but its not *worlds apart* stronger? feel like im missing something",
1054782586934792235,WHERE IS THE SOMBRERO,
1022562347149164554,"Maybe it’s worth considering locking up some ETH on Maker and borrowing USDC for funding proposals.

Maybe start off with about 100 ETH to test the idea?",
1023302845673504919,can you assign the role to them?,
952293240978178098,"do you guys think that at some point in the next few years we will have holographic ""frames"" to display nfts in home? That way you get the full 3d view of your nft instead of it being 2d and hung on a wall.",
1038656419077050428,Maybe we should do a Riverside? Stream and have some fun together and release it as promo when the video drops,
1018865164956737576,Can we pin Agora?,
966928337467502642,the invisibles ?,
994285630236401724,"Nevermind, I’ll be off my meetings at 2:30pm & have a block from 2:45pm EST to 3:30pm open?",
1019248229952524300,"maybe so, but if it's just an exploration, do we need 10,000 of these?",
1081001756537917642,"Yea multiple window capture, do you need the layout or we wingin it?",
1026855856052109332,is this going to be like interview style for them?,
1055323898968821760,anybody else getting a little rugged?,
1048001536145510401,"just to confirm, <@930985786449481858> will you start from the main account then?",
1077619506932895794,Who needs the file?,
956644234449027113,"henlo, who've i gotta grind to get a drink around here? 😂",
1022770346920788009,Make Fees on txs etc and allow ppl to buy fractions?,
989346020980846673,haha very cool - so what did <@128249158657114112> do here? are those the salvino glasses?,
992532869178196058,"yeah but the cow, dog, mouse, moose, kangaroo, etc?",
1067821057219764294,When update pfp prize,
1067578881508384788,so everyone else just burns their token? or do they get back something i wonder,
1000219939648589874,What was missing from notion?,
928421309975769089,i think its 7?,
967288745210548324,<@245856432107290624> can Discord emoji’s be a Goat Club thing?,
877214537806385192,"i'm going to make a public dev channel and give you the role, maybe you can help us dogfood the docs if that's okay?",
1045894968419565638,...about?,
1054700780067766392,"Yes exactly, they have the right to vote to each other if they have tns and nomo right? Why this quirishi arguing with that, when he doesnt have any token hahaha",
973432934176534549,lol what happened?,
1074802800837533788,all good for the show today?,
1012064264678281367,"hell yeah, glad you’re into it. what’s resonating most?",
1031197780464631818,"Will that matter to the person interacting with it for the first time, will it be official to them, boot legged, will they understand the CC0 nature or do they better see that in action when they see all these things and ideas in the communities here, I’m channels like the nouniverse, or channels for funded props? Kinda a giant tumbler of ideas that seems to invite all to participate?",
1009205925338419282,"apologize if confusion, it is more difficult thanks to the language barrier",
1037597652621197313,Need ba ng developer para sumali doon sa Composables Challenge?,
1022998491288576122,won your heart?,
1003588896690556929,Hey so what’s the status? Anything I can help with here?,
965662981985812481,What happens with an idea that is worth pursuing ?,
931657643116871721,Anyone in party interested in collaborating on creating DAO for party and launching derivative project to raise money for party?,
1037295207110148126,with me?,
957050763190886410,Hahaha. Don’t we have a connection to then through a Nouner?,
994679533456326746,"<@708131862731554917> What was the recurring themes for contests now? (Like wordy wednesdays, etc)",
1023615242833502318,Craving some coral French?,
1077611017577713756,Can we use this with the animation stuff to create video?,
1077289058126008451,anyone have direct contact with osf_rekt?,
976519519801573466,sorry am i not allowed to send links?,
995037435350220900,Are we tracking discord users?,
986390430121869365,Is Lewis Hamilton nounish? I know nothing about this,
1041097837741604988,who would like to cohost?,
1007129270776242237,"Haven't seen too many repeat winners, as Noadz said, they want more people in",
1027042383986176091,Yes that’s it. Why is he not showing in notion,
1034810729573920848,<@&1029472269283635260> would you guys like to start at 2 and then send the audience over into NOC?,
957742889943830612,hey <@!895344114663575582> please stay tuned as we may be able to split the cost or something to help make this work. I think that if we can get some photos and maybe some video that we can use to help show the joy and fun of the NOUNs it may be a great trade and benefit for the Noun brand and for your special day. Where would this be shipped and are there any restrictions /customs reqs in Brazil? I know that sendign things to Korea and Greece has been a challenge <@!372465201808670721>,
930842587588350002,"Hey guys, don't know if you are already on it or no, haven't you planned to add notifications to send few minutes before voting starts? Probably it gonna be the only site where i'll turn notifications on.",
1004690901962084432,Are you guys doing it all night?🤣,
1012022182802640976,Any fren can take this question? Thank you,
875545241241923614,what are the best examples of well trafficked spaces at the moment?,
946219221640163358,Does anyone else feel like we’re approximating a tipping point of simulation? I’m just reading about Meta and AI and it’s kind of crazy,
942413426142085230,Yo guys how’s it goin?,
883037210436304916,"Why not both? It will definitely be easier to lower fees later if they become an issue vs adding them in. There is a reason that the most impactful organizations in the world are all for profit entities. Definitely something to what you said about flipping the IP model on its head, but establishing lines of revenue de-risks us until that concept is proven out.",
954932651909865512,"Do you mean Nouns Vox? Yes, they are still up to date 👍 
https://opensea.io/collection/voxelnouns ( if you mean this )",
979136022099148800,Hello assa here I wanted to ask if there’s a channel to private buy nouns?,
1018761531707625533,10:30 so we can listen to stand up?,
1024523755336257599,"I always thought it was pink, am i colour blind?",
1075493069811626006,Why don't you host on TNS <@701901649681186877> ?,
927834682232549386,Is there a universe where all possible Nouns live together?,
933104950643392553,so u bid for nouns daily and then become a nouner u then vote on the future of the nouns?,
1001147142368411749,Can we just get a channel in here  where we listen to David teach us stuff all day?,
1009671016500449300,how's minty doing,
986415625771565066,"In a good way or not? They are supposed to reference racing gear/uniforms which often have two stripes that represent tire scratches on the track. Colors are team colors, you prob know already!",
945249161601761341,Hi! Thanks. Do Nouns use a raffle bot? I'm concerned in giving a Google Forms link and having it shared in other discords.,
979860519718633493,Have any ideas in mind already? noggles? Nouns T-shirt?,
1035765233387589737,anong meeting gagamitin mamaya?,
938803574631174164,"<@618796826577076245> any wisdom about the best way to do this? I wish there was an ""auctionState"" variable",
1079874788614492181,we esportin today?,
1050085818087243937,"Just a reminder you have until <t:1670454000:R> to quote tweet your submission for the TNS Creator Contest World Cup! Thank you to everyone who's already submitted, they look amazing!",
1017778833291755530,🙏 could someone get the tweet out for internatioNouns?,
982399407288885278,do you want me to modify it to appear a little more like the nouns we're familiar with? or let it freestyle,
1090285302821699714,or am i confused and it always runs?,
917622139497099294,On the discourse there seems to be a good amount of community support for the concept. Guessing it may be a matter of the size of the proposal?,
975485360836603994,why's that?,
1021915992005279835,Question. Is there a concern that lil nouns can gain too much control over nouns DAO ?,
956599715263303770,assume this means pod will not deploy significant resources on mechanics that do not have some measure of consensus from dao as being worth pursuing further?,
1057768651824058489,"Note for me to pay: Lil nouns show bonus, addresses in their channel.",
1085030184069103668,is it rare or common?,
1054116610962640998,"Is it not the opposite? Inactive folks burn their tokens for eth, which I then assume lowers base quorum? Making the required amount of nouns to 51% attack lower and lower?",
1057426213741797456,is there a way to enforce uniqueness?,
958916466042888272,"on the call someone mentioned not having a great way to look up all the jingles...would it make sense to have him upload them all to a youtube channel?

would it make sense to have a nounsdao youtube channel? new audience, would req mgmt & curation

Nouns TV show opening animation(s) is another example",
998721895232962630,"I saw a pic of you recently -- how tall are you....like 6'7""?",
1034154035550376029,what does this mean?,
1059573948762837062,and sounds like the only other speakers are coming on the show later tonight?,
989949509989707806,where is the vote? is my entry selected?,
1017355563987914762,"Done! With all our accounts. If we could also get some subscription love? Cheers 🙏 
https://www.youtube.com/channel/UCw9dZhdkTmshD8yd5n70pPQ",
1070058052297957546,just saying it sounds like a case against most IRL marketing spend?,
1063296356602626058,Awesome!! Maybe we should have a channel for these so they are more easily findable? (And can post here too but thinking if someone wants to look back),
927358793057202197,Hello there! I forked the NounsDAO project and I am running into an issue unpausing the Auction House contract (verified) on Rinkeby Testnet: `Fail with error 'Ownable: caller is not the owner'` Any recommendations on that?,
1000058063321055312,any nouners in nyc? had an idea for a dinner series i put up in small grants. might kick off by just hosting casual drinks next week if anyone's in town.,
1035610377674825870,Do you know if you can you give 100% to BuilderDAO?,
1084563587848208444,<@708131862731554917> do you want us to keep holding Wed at 5pm for the nouner public townhall?,
997572520637124740,How did you make this. Dont tell me playground.wtg,
935687809673596979,"Yeah, the 'kickstart' could be a one-time thing at formation, not sure % based is the right approach, but maybe a set amount?",
905150475177959465,"right, that makes sense. 3 ETH, one per deck design?",
1064981618776887356,"https://twitter.com/SuperTightWoody/status/1615422750818201600?s=20&t=r6OuA-uWYjIA61agiNLR_Q 

This been/being done at all?",
913892081720762379,"If I understand correctly your main concern is that we're throwing money at causes we don't fully understand or even support. These concerns are valid and I share them to a certain extent. 

Not an expert on gitcoin but what if we could limit the scope of our donation to causes that relate to the Nouns project (NFT related protocols, infrastructure etc). If that's possible would that alleviate some of your concerns?",
1064696429630734337,ah. interesting. I could potentially add this after right? so if I wanted to start on the first token I could begin the auction and then add the founder token allocation after?,
1024501582001352764,"https://twitter.com/0xSpicyMarg/status/1574941464139730944?s=20&t=qjvVbZTA5F9_JaLrTbN9-A

what is the model here?  should we expect nounlets to create a discord around the Noun they collectively own? how do they get in touch with each other?  should we provide a channel for this first noun and its nounlets in this discord?",
1070487224786882650,When’s this nouners call 📞,
1031999563692777492,hey! can you try doing a hard refresh of your browser and starting again? let me know if you run into the same issue,
991558151432323112,"Haha, did you make it?",
1024863385160011796,"If our entry for napkin contest don't get retweet by noun o'clock twitter, is it still valid entry? I feel like it's only mine?",
1063289473921712278,What about David Horvath for a guest. Time of day might work for him and he has just restocked the sofubi collection recently and tweeted this today,
975614582171242506,I had trouble searching for it on website and git.  Could you possibly link me?,
875422666771816468,"Messages from PartyDAO:
1) ""we're getting closer to this PR being approved.  given the large amount of ETH that we anticipate could flow through this contract, i personally think it's a hard requirement that we get one more review from a solidity dev experienced in evaluating contracts for security concerns.  do you have anyone in your network who could contribute to this?  we can help with contributing ETH if it's useful.""
2) They want us to find a person or make it known that someone will have to kick off the ""party"" for a Noun. I floated 4156, Richerd (pre Noun 3), and Andy might want to kick it off. Do we know of anyone else or just make announcement to the community?",
1033803951449055232,"gmgm ai builders! question, possible to leverage roko over in the lilnouns discord for recording meetings/summaries?",
910235450675966023,<@!557727542149120010> Do you mind if I ask you some questions via dms?,
1031903032692199464,Do you think I’m a DeFi bro?,
1024718351588663336,is anyone recording?,
1011925510210723860,is there like a guide for what specifically the trait PNGs must be like?,
976364375533314078,Would you say that people join nouns because they want exposure to ETH? Weird AF.,
976242363343175740,do we have new bidders besides poap going above 100e?,
879364838571245619,Is Noun 11 listed on fractional legit?,
1055917559754526761,because the composable artwork is all on chain?,
1052003362708664380,what do you think solution to this is though? smaller length of prop to build a set features we've proposed in the 6 month trial? but prioritizes what ppl want most?,
999891257847451668,???,
1062208020219699260,The centralization being a doxx if you receive money from the DAO?,
873957262878715924,whos buying all the https://opensea.io/collection/pixelsortnouns,
1049093960565530684,<@400168997779275778> do envision Builder evolving like Manifold where we work with certain groups to create custom builds and then eventually release those tools to the protocol?,
984288366809976833,Is this your Brian signal?,
958732328937615361,"And are we the market that product has to ""fit"" with?",
947382364252827679,Has anyone done QR codes for the eyes before?,
1033927742586114049,Who is this he’s handsome,
1076157056022753320,just symbolic?,
940678027703103508,How can being in the DAO benefit holders?,
1080182315591925780,Could you hear me then <@497119763286196225> <@708131862731554917>? On my crap headphones,
1014928207864143923,"Hey <@832477909486665749>, <@936285542117687366> plus a couple others are working on the Nouns News Corps to focus on press releases. Wondering if you wanted to chat?",
1027338513387110471,Hey <@756585502391664822> what kind of content do you make?,
1085214025605971968,"Did you manually upload this recording? Also when is the recording from, was it happening this morning?",
976289744533213205,"What do we think about offering the last Coin Center seat to one of the Stoopid Buddy principals (Eric or Chris)? Idk if cameras are allowed, but at minimum it would be another opportunity for them to connect with Nouners IRL and add to the story of their film.",
859076551835648020,are they still in the pretend bidding mode ? wen real nouns?,
990659916874256404,"Yes, I know Esperanto too!
It's intended to be a universal language.

Do you like to learn about languages?
(As a hobby or a habit)
When we talked, it seemed to me that you like languages.",
991400255482515596,"Messhup una pregunta, fuiste tu el que creo el coloring book para niños?",
903710459419574292,is there another way?,
1011245100917080074,are these in that drive link above? i just requested access,
1017805077051875328,"Thanks for the update. I feel like the current mockup lacks dynamism. Can you take inspiration (colors, shapes) from your favorite traits to create a more visually interesting design?",
1064510589700939846,"i'm not familiar with brave, can you take a screenshot of the console?",
1074047409551851520,<@333737183829557248> what do you think about getting a welcome video like the one bankless has on their youtube landing page,
916520725827952670,"Looking into this, I believe this exact thing is possible. Would need to host the bot 24/7 correct?",
1000037409225965608,Cohosts?,
1078019514765152327,"Would anyone be able to start the FOODNOUN O'Clock Soapbox at 8pm est? Art Is My Weapon is taking over as a host for the night and I usually start, but it is a little late here and I am unable to.",
1064903006212071534,anyone have the POAP discord and or have knowledge on best way to search for POAPs held and or use for airdrop?,
879426822331318273,How about we do a noun o clock sync today in discord voice? (post auction),
975109406582779905,"Have the Nouners ever discussed estate planning considerations with Nouns?  E.g., if a Nouner dies but hasn't arranged for the transfer of private keys to their estate.  Alot of Nouns could be stuck that way.",
1012882848342098050,how is Feeler score calculated?,
920563318731735040,"I guess attached to this question, how are these profit distributions functions created and in what language - Is this all done with solidity?",
1057783875885080596,"channelId: 1050123229366337609, guildId: 1046798799961595995, authorId: 228925367472095232, 
        type: 0, timestamp: 1672265728557, id: 1057783875348209684, bot: false, author username: evets,
        

content: $Hey what's going on?",
